"This question refers to the following information.
The passage below is taken from testimony before Parliament.
Joshua Drake, called in; and Examined.
You say you would prefer moderate labour and lower wages; are you pretty comfortable upon your present wages?
—I have no wages, but two days a week at present; but when I am working at some jobs we can make a little, and at others we do very poorly.
When a child gets 3s. a week, does that go much towards its subsistence?
—No, it will not keep it as it should do.
Why do you allow your children to go to work at those places where they are ill-treated or over-worked?
—Necessity compels a man that has children to let them work.
Then you would not allow your children to go to those factories under the present system, if it was not from necessity?
—No.
—Testimony given before the Sadler Committee, 1831–32
According to the passage, why does the witness allow his children to work in a place where they will be ill-treated?",A factory owner is forcing him to do so.,He doesn’t earn enough on his own.,The children need discipline.,Their labor is only moderately difficult.,B,False
"This question refers to the following information.
Bonesteel's prime consideration was to establish a surrender zone as far north as he thought the Soviets would accept. He knew that the Russian troops could reach the southern tip of Korea before American troops could arrive. He also knew that the Russians were on the verge of moving into Korea, or were already there. The nearest American troops to Korea were on Okinawa, 600 miles away. His problem, therefore, was to compose a surrender arrangement which, while acceptable to the Russians, would at the same time prevent them from seizing all of Korea. If they refused to confine their advance to north Korea, the United States would be unable to stop them. . . . He decided to use the 38th parallel as a hypothetical line dividing the zones within which Japanese forces in Korea would surrender to appointed American and Russian authorities.
—Adapted from U.S. Army Lt. Paul C. McGrath's account of Colonel Bonesteel's decision in the 1940s
Which best describes the relationship between the United States and the Soviets as depicted in the passage?",Uneasy allies,Comrades-in-arms,Mortal enemies,Distant strangers,A,True
"This question refers to the following information.
""My little homestead in the city, which I recently insured for ￡2,000 would no doubt have shared the common fate, as the insurance companies will not make good that which is destroyed by the Queen's enemies. And although I have a farm of 50 acres close to the town, no doubt the crops and premises would have been destroyed. In fact, this has already partly been the case, and I am now suing the Government for damages done by a contingent of 1,500 natives that have recently encamped not many hundred yards from the place, who have done much damage all around.""
Letter from a British citizen to his sister during the Anglo-Zulu War, South Africa, 1879
Incidents such as those described by the author of the letter were used by the British government to do which of the following?",Issue a casus belli to go to war with the Kingdom of Zulu,Tax the Zulu kingdom to cover damages attributed to them,Sever its responsibility to protect citizens who chose to live in South Africa,Liberate the Zulus from British colonialism,A,True
"This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Nkrumah's argument in the passage most clearly supports which of the following ideologies?",Pan-Africanism,Communism,African socialism,Neocolonialism,A,True
"This question refers to the following information.
""The spontaneous forces of capitalism have been steadily growing in the countryside in recent years, with new rich peasants springing up everywhere and many well-to-do middle peasants striving to become rich peasants. On the other hand, many poor peasants are still living in poverty for lack of sufficient means of production, with some in debt and others selling or renting out their land. If this tendency goes unchecked, the polarization in the countryside will inevitably be aggravated day by day. Those peasants who lose their land and those who remain in poverty will complain that we are doing nothing to save them from ruin or to help them overcome their difficulties. Nor will the well-to-do middle peasants who are heading in the capitalist direction be pleased with us, for we shall never be able to satisfy their demands unless we intend to take the capitalist road. Can the worker-peasant alliance continue to stand in these circumstances? Obviously not! There is no solution to this problem except on a new basis. And that means to bring about, step by step, the socialist transformation of the whole of agriculture simultaneously with the gradual realization of socialist industrialization and the socialist transformation of handicrafts and capitalist industry and commerce; in other words, it means to carry out co-operation and eliminate the rich-peasant economy and the individual economy in the countryside so that all the rural people will become increasingly well off together. We maintain that this is the only way to consolidate the worker-peasant alliance.""
Mao Zedong, On the Question of Agricultural Co-operation, 1955
Which of the following best explains Mao's concept of the ""socialist transformation of the whole of agriculture"" in China?",Agriculture fueled industrialization in cities as excess labor flowed from the countryside to urban centers.,Agricultural surpluses allowed the state to invest more heavily in modernizing agricultural production.,"Agricultural efficiency reduced prices of basic commodities, raising the standard of living across the whole of China.","Agriculture was collectivized, with the result that entire communities shared fields instead of individuals owning the land as private property.",D,True
"This question refers to the following information.
The condition of foreign states is not what it once was; they have invented the steamship, and introduced radical changes in the art of navigation. They have also built up their armies to a state of great efficiency and are possessed of war implements of great power and precision, in short have license to be formidable powers. If, therefore, we persistently cling to our antiquated systems, heaven only knows what a mighty calamity may befall our Empire.
—Adapted from a letter written by Lord Ii to Lord Tokugawa, 1847
Which event or period in Japan's history best reflects Lord Ii's concerns?",The expulsion of Christian missionaries from Japan,The adoption of Chinese imperial customs in the Japanese court,The annexation of Manchuria by the Japanese,Commodore Perry forcing Japan to open its ports to trade,D,False
"This question refers to the following information.
""The real grievance of the worker is the insecurity of his existence; he is not sure that he will always have work, he is not sure that he will always be healthy, and he foresees that he will one day be old and unfit to work. If he falls into poverty, even if only through a prolonged illness, he is then completely helpless, exam_ins to his own devices, and society does not currently recognize any real obligation towards him beyond the usual help for the poor, even if he has been working all the time ever so faithfully and diligently. The usual help for the poor, however, leaves a lot to be desired, especially in large cities, where it is very much worse than in the country.""
Otto von Bismarck, 1884
The long-term effects of Otto von Bismarck's speech include which of the following?",Development of socialized programs throughout much of Europe,Disunity of the German states,Communist overhaul of the eastern parts of Germany,A decrease in German economic output,A,True
"This question refers to the following information.
This ruler of Syria made me spend many years as commander of his army,
Every land to which I turned
I overcame.
I destroyed its green fields and its wells,
I captured its cattle, I took captive its inhabitants, I deprived them of their provisions,
and I slew [many] people…by my sword, my bow, my marchings, and my good devices.
Thus my excellence was in his heart; he loved me and he knew my valor;
…he set me at the head of his sons, when he saw the success of my handiwork.
There came a champion of Syria
to defy me in my tent;
a bold man without equal, for he had vanquished all his rivals.
He said, ""Let Sanehat fight with me.""
He thought to overcome me; he designed to take my cattle, thus being counseled by his tribe.
The Tale of Sanehat, Egyptian poem written during the Middle Kingdom, ca.1800 B.C.E.
The text of this passage is best seen as evidence of which of the following in Egyptian society?",Meritocratic appointments by rulers to their bureaucracies,Long-distance contact between Egypt and other lands,The clan as the basic political unit,A lack of emphasis on martial ability,B,False
"This question refers to the following information.
I walk alongside the column, ask what's going on.
A soldier says simply: ""They call up more every day.
""Some of us were sent north to the Yellow River at age fifteen,
And now at forty we're heading off to the garrisons in the west.
On our first tour, the village headman had to tie our bandannas for us.
When we came back, our hair was white, but still there's more unrest.
The frontier garrisons run with blood, enough to fill an ocean,
But the Martial Emperor's territorial ambitions have yet to crest.
In the hundred districts east of the mountains, throughout the land of Han,
There must be ten thousand villages that brambles now infest.
Even if wives are strong enough to handle a hoe and plow,
The crops grow every which way, the fields are all a mess.
It's hardest for the Shanxi men, with their reputations as fighters:
They're rounded up like dogs or chickens, every male impressed.
""But sir, though it's good of you to ask,
Complaining isn't part of the soldier's task.
We can only shake our heads. Take this winter:
The Shanxi troops were never sent home.
The District Officers are demanding the land tax,
But where will it come from? You can't get blood from a stone!
I honestly think it's bad luck to bear a son now,
It's better to have a daughter: at least she can marry
And live with the neighbors next door.
But a son will end up lying on some distant prairie.""
Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
Based on the poem and your knowledge of history, Tang relations with western nomadic peoples and frontier peoples relied on which of the following?",Adroit diplomacy and establishment of client relationships with bordering nomads,The ability of the Tang emperor to project military power on the frontier in order to impose his will,The permanent settlement of Han Chinese in frontier zones,The payment of tribute to nomadic rulers,B,False
"This question refers to the following information.
At the peak of their power, the domains of the Mongol khans, or rulers, made up a vast realm in which once-hostile peoples lived together in peace and virtually all religions were tolerated. . . . The law code first promulgated by Chinggis Khan ordered human interaction. The result was an important new stage in international contact. From eastern Europe to southern China, merchants and travelers could move across the well-policed Mongol domains without fear for their lives or property. The great swath of Mongol territory that covered or connected most of Europe, Asia, and the Middle East served as a bridge between the civilizations of the Eastern Hemisphere. The caravans and embassies that crossed the Mongol lands transmitted new food, inventions, and ideas from one civilized pool to others and from civilized pools to the nomadic peoples who served as intermediaries. Secure trade routes made for prosperous merchants and wealthy, cosmopolitan cities. They also facilitated the spread of foods [and] inventions . . . a major force for economic and social development and the enhancement of civilized life.
—Robert Guisepi, 1992
The Mongol empire used which of the following to integrate its vast, geographically diverse area?",Emphasis on trade networks,Expansion of bureaucracy to reinforce dominance,The use of state-sponsored religion to legitimize the government,Expansion of an interregional canal system,A,True
